23,176,0,0.6732
27,2671,0,0.646
41,668,0,0.4624000000000001
50,1424,0,0.9801
52,2369,0,0.6732
55,510,0,0.6732
56,1964,0,0.9801
62,737,0,0.9801
71,2547,0,0.6732
76,2343,0,0.6732
80,363,0,0.6732
87,306,0,0.9801
87,1476,0,0.6732
90,802,0,0.4624000000000001
90,2150,0,0.646
96,234,0,0.9801
97,176,0,0.646
97,654,0,0.9405
109,1053,0,0.9801
109,2693,0,0.9801
126,849,0,0.6732
135,2343,0,0.6732
139,924,0,0.9801
155,1104,0,0.4624000000000001
163,889,0,0.646
190,2389,0,0.9801
212,1904,0,0.9801
218,1092,0,0.4624000000000001
225,1424,0,0.9801
228,2817,0,0.9405
234,1384,0,0.9801
234,1777,0,0.9405
234,1782,0,0.9801
234,1801,0,0.9801
234,2343,0,0.6732
234,2503,0,0.9405
251,2287,0,0.6732
259,922,0,0.9025
262,2660,0,0.646
265,1299,0,0.9801
288,979,0,0.646
290,2305,0,0.9801
306,1016,0,0.6732
310,1424,0,0.6732
322,1074,0,0.9801
334,2123,0,0.9801
346,1964,0,0.9801
362,2003,0,0.9801
363,2467,0,0.6732
363,2767,0,0.6732
371,2592,0,0.9801
378,1119,0,0.9405
378,1525,0,0.9801
384,2226,0,0.4624000000000001
386,1145,0,0.6732
402,1623,0,0.9801
416,585,0,0.9801
419,1525,0,0.9801
419,2390,0,0.9801
443,1973,0,0.9801
451,1648,0,0.646
471,569,0,0.9801
471,662,0,0.9801
471,2237,0,0.9801
471,2511,0,0.6732
471,2625,0,0.9801
505,2534,0,0.9801
514,1381,0,0.9801
545,1621,0,0.6732
573,2767,0,0.9801
580,634,0,0.9405
580,922,0,0.9025
580,1177,0,0.646
580,1196,0,0.9025
580,1387,0,0.9025
580,1616,0,0.9405
580,1930,0,0.9405
580,2157,0,0.9405
580,2421,0,0.646
580,2521,0,0.9405
585,2343,0,0.6732
591,2343,0,0.6732
598,638,0,0.9801
598,2343,0,0.6732
606,1212,0,0.646
611,2610,0,0.9801
616,2305,0,0.6732
640,915,0,0.9405
640,1872,0,0.9405
678,2579,0,0.9801
678,2731,0,0.9801
683,2175,0,0.9801
692,2305,0,0.9405
703,1520,0,0.9801
733,2670,0,0.9801
757,1525,0,0.9801
802,2649,0,0.6732
815,2033,0,0.9801
819,2343,0,0.4624000000000001
820,2502,0,0.9801
831,1424,0,0.9801
832,2349,0,0.6732
836,2459,0,0.6732
838,1612,0,0.9801
842,2059,0,0.9405
852,2819,0,0.646
864,1361,0,0.6732
879,983,0,0.9405
883,1848,0,0.9801
886,2343,0,0.6732
888,2343,0,0.6732
891,1525,0,0.9801
892,2820,0,0.6732
910,2790,0,0.9801
922,1352,0,0.646
922,2472,0,0.646
930,1814,0,0.9405
965,2142,0,0.9801
1018,1973,0,0.9801
1018,2682,0,0.9405
1020,2343,0,0.4624000000000001
1032,1479,0,0.9405
1032,2509,0,0.646
1037,1998,0,0.9801
1039,1627,0,0.9801
1042,1674,0,0.9801
1043,2526,0,0.9025
1049,1872,0,0.6732
1063,1538,0,0.9801
1092,2753,0,0.6732
1106,2361,0,0.9801
1110,1669,0,0.9405
1110,2579,0,0.9801
1114,1377,0,0.9801
1119,1731,0,0.9405
1131,2173,0,0.9801
1132,2305,0,0.6732
1134,1625,0,0.6732
1145,2454,0,0.9801
1173,1801,0,0.9801
1189,1464,0,0.9801
1208,1964,0,0.6732
1230,2652,0,0.9405
1247,1674,0,0.9801
1257,2137,0,0.6732
1266,1365,0,0.9801
1287,2498,0,0.9405
1292,1697,0,0.9801
1325,1964,0,0.9801
1329,1586,0,0.9801
1338,2265,0,0.9801
1352,2288,0,0.4624000000000001
1352,2472,0,0.4624000000000001
1361,1669,0,0.9405
1365,1819,0,0.9801
1388,2685,0,0.6732
1396,2343,0,0.6732
1399,1525,0,0.6732
1416,2305,0,0.9801
1420,2760,0,0.9405
1422,2255,0,0.9801
1424,2150,0,0.9405
1464,2266,0,0.6732
1471,2534,0,0.9801
1513,2343,0,0.6732
1524,2343,0,0.646
1525,1529,0,0.9801
1525,1625,0,0.9801
1525,1655,0,0.9801
1525,1786,0,0.9405
1525,1837,0,0.9801
1525,2131,0,0.6732
1525,2246,0,0.9801
1525,2444,0,0.9801
1525,2476,0,0.9801
1525,2512,0,0.9801
1525,2730,0,0.9405
1525,2842,0,0.9801
1546,1801,0,0.9801
1550,2720,0,0.6732
1586,2683,0,0.9801
1635,2343,0,0.6732
1674,2153,0,0.6732
1674,2255,0,0.9801
1679,2830,0,0.9801
1692,1965,0,0.9801
1731,1872,0,0.9801
1731,2064,0,0.6732
1739,2757,0,0.9801
1774,2343,0,0.646
1777,2305,0,0.9405
1777,2767,0,0.9405
1803,2343,0,0.646
1810,2760,0,0.9801
1819,2839,0,0.9801
1871,2605,0,0.9405
1878,2335,0,0.6732
1901,2343,0,0.6732
1901,2767,0,0.9801
1906,2120,0,0.9405
1938,2305,0,0.9801
1938,2404,0,0.9801
1953,2033,0,0.6732
1958,2414,0,0.6732
1964,2784,0,0.6732
1970,2016,0,0.6732
2019,2343,0,0.6732
2020,2343,0,0.6732
2037,2328,0,0.9801
2102,2819,0,0.646
2106,2343,0,0.4624000000000001
2120,2226,0,0.6732
2159,2404,0,0.9801
2160,2343,0,0.6732
2160,2751,0,0.9801
2170,2343,0,0.6732
2172,2297,0,0.9801
2294,2343,0,0.6732
2305,2389,0,0.9801
2305,2414,0,0.9801
2305,2781,0,0.9801
2319,2343,0,0.6732
2343,2378,0,0.6732
2343,2529,0,0.4624000000000001
2343,2576,0,0.4624000000000001
2343,2696,0,0.6732
2378,2851,0,0.9801
2389,2562,0,0.9801
2404,2579,0,0.9801
2473,2820,0,0.6732
2562,2614,0,0.9801
2582,2819,0,0.646
0,2243,1,0.5184182405301179
21,449,1,0.5397764641436226
28,2243,1,0.6432940385231292
33,982,1,0.8721905359444985
33,2348,1,0.44827049180636425
39,966,1,0.3444950991477225
41,668,1,0.8874590028526943
48,1450,1,0.3306550125546868
49,1450,1,0.8989723890662357
49,2243,1,0.5450950150038246
50,1424,1,0.8884622632698798
55,1890,1,0.630517413685257
58,2457,1,0.2613612857455515
62,737,1,0.8029039848328255
68,782,1,0.6245698001373658
68,966,1,0.9709227208293867
68,1450,1,0.9295055338981344
