14,600,0,0.9801
22,465,0,0.6732
22,651,0,0.6732
28,211,0,0.9405
41,695,0,0.4624000000000001
42,579,0,0.646
43,425,0,0.646
69,593,0,0.9405
99,529,0,0.9801
99,601,0,0.9801
99,651,0,0.9801
99,876,0,0.9801
114,118,0,0.4624000000000001
134,362,0,0.6732
134,622,0,0.4624000000000001
134,738,0,0.4624000000000001
134,802,0,0.6732
134,944,0,0.4624000000000001
135,178,0,0.6732
146,738,0,0.4624000000000001
151,508,0,0.6732
156,953,0,0.9801
158,529,0,0.9801
158,651,0,0.9801
178,804,0,0.646
185,562,0,0.9801
185,865,0,0.9405
187,1047,0,0.6732
192,439,0,0.9405
199,581,0,0.6732
199,737,0,0.6732
199,738,0,0.4624000000000001
199,878,0,0.6732
199,953,0,0.6732
199,972,0,0.6732
199,1037,0,0.6732
207,402,0,0.4624000000000001
207,643,0,0.4624000000000001
207,733,0,0.646
207,818,0,0.646
207,848,0,0.4624000000000001
209,515,0,0.9405
211,253,0,0.9405
211,595,0,0.9025
211,702,0,0.646
211,933,0,0.9405
211,977,0,0.646
219,738,0,0.4624000000000001
233,362,0,0.9801
233,622,0,0.6732
234,551,0,0.646
239,643,0,0.4624000000000001
239,733,0,0.646
239,818,0,0.646
249,820,0,0.4624000000000001
249,977,0,0.4624000000000001
254,643,0,0.4624000000000001
254,818,0,0.646
255,579,0,0.6732
280,733,0,0.646
296,542,0,0.9405
300,562,0,0.9405
303,643,0,0.6732
303,651,0,0.9801
304,595,0,0.9405
312,738,0,0.4624000000000001
312,802,0,0.6732
312,953,0,0.6732
321,733,0,0.646
321,802,0,0.6732
327,581,0,0.9801
327,738,0,0.6732
350,494,0,0.6732
362,622,0,0.6732
362,738,0,0.6732
362,1003,0,0.6732
364,504,0,0.9025
364,687,0,0.646
373,897,0,0.9801
391,542,0,0.646
401,711,0,0.6732
444,651,0,0.9405
462,635,0,0.4624000000000001
464,635,0,0.6732
465,706,0,0.9801
476,521,0,0.6732
504,687,0,0.646
505,953,0,0.6732
506,684,0,0.6732
529,651,0,0.9801
531,894,0,0.9405
542,577,0,0.646
542,622,0,0.646
542,738,0,0.646
551,595,0,0.646
552,651,0,0.6732
570,733,0,0.646
577,622,0,0.4624000000000001
581,953,0,0.9801
581,972,0,0.9801
581,1037,0,0.9801
601,953,0,0.9801
622,738,0,0.4624000000000001
622,1003,0,0.4624000000000001
632,775,0,0.9801
643,733,0,0.646
643,810,0,0.4624000000000001
643,818,0,0.646
651,665,0,0.9801
651,706,0,0.9801
651,810,0,0.6732
651,953,0,0.9801
665,810,0,0.6732
667,738,0,0.6732
667,802,0,0.9801
677,820,0,0.646
695,872,0,0.646
706,802,0,0.9801
706,953,0,0.9801
706,977,0,0.6732
730,733,0,0.646
730,818,0,0.646
733,818,0,0.9025
733,954,0,0.9025
738,960,0,0.6732
738,1014,0,0.4624000000000001
739,861,0,0.6732
799,802,0,0.6732
802,810,0,0.6732
802,953,0,0.9801
810,953,0,0.6732
818,848,0,0.646
824,953,0,0.9801
833,977,0,0.646
865,1002,0,0.9405
953,972,0,0.9801
953,1003,0,0.6732
953,1037,0,0.9801
972,1037,0,0.9801
977,1045,0,0.6732
2,152,1,0.8662877854472153
2,357,1,0.7935842548731062
2,376,1,0.5666221747363209
2,729,1,0.591999850437642
2,853,1,0.47513505891190816
7,43,1,0.9387291391207481
19,80,1,0.7553446256229335
19,774,1,0.9282078231113623
30,705,1,0.45997088994387875
36,49,1,0.5651088355460939
36,80,1,0.9068957577827094
36,126,1,0.7152356654405917
36,774,1,0.8984111283623073
36,907,1,0.7915939735380816
36,1006,1,0.8402691559469002
39,117,1,0.530565104545022
39,610,1,0.5884659051511456
39,787,1,0.27051083375666474
39,1001,1,0.43297714243908125
43,425,1,0.7760704884244376
43,485,1,0.8231238754136168
49,80,1,0.661637680003839
49,144,1,0.5936988731643866
49,159,1,0.5868501716575988
49,204,1,0.40010940013882534
49,285,1,0.6137128952014979
49,556,1,0.35708383937794014
49,756,1,0.6253133337939396
49,774,1,0.3717814482355627
49,907,1,0.6721423558072106
49,1006,1,0.6728151665695677
56,729,1,0.6560964086930803
62,342,1,0.7064801536743257
62,775,1,0.7937431585822969
67,307,1,0.8737841383247827
67,355,1,0.4920611521183868
67,394,1,0.9343206284576986
67,804,1,0.8630910809642056
73,774,1,0.9588773242445894
74,394,1,0.7840025022558688
80,159,1,0.92833301959388
80,212,1,0.933688838567881
80,220,1,0.8598449018860055
80,361,1,0.8557852230633315
80,459,1,0.9772584551884097
80,774,1,0.6827586602252873
80,907,1,0.9516186985926212
80,940,1,0.6399648874959751
80,1006,1,0.9688307449275327
86,342,1,0.36293027078119666
101,145,1,0.5484745252592131
101,1004,1,0.7497122309206357
103,257,1,0.927980137945221
117,152,1,0.5779689799090039
117,357,1,0.7109518768412824
117,376,1,0.9144746026451699
117,610,1,0.9358064755204146
117,615,1,0.6452146939666368
117,620,1,0.6152160975284889
117,766,1,0.9403556950734424
117,805,1,0.6433186297201814
117,853,1,0.5910044738803696
118,234,1,0.37884194810517097
118,729,1,0.4253237090669138
118,828,1,0.43403381132207497
120,1006,1,0.6408052168039602
124,557,1,0.5555966703022968
124,787,1,0.38655799276055675
126,159,1,0.7556810904519398
126,285,1,0.9507667806028532
126,907,1,0.9727893309704609
127,557,1,0.7926422638555644
135,178,1,0.7890354450392016
136,762,1,0.9172715821547512
137,152,1,0.49690279203276183
139,434,1,0.6350349867497787
145,342,1,0.6042650716948578
145,463,1,0.433787981905638
145,517,1,0.5454919401877794
145,568,1,0.6205119985509471
145,713,1,0.38205538964163166
152,357,1,0.8822700158762731
