0,YOR140W,0.5153235,0.49710983,0.6560726,0.5208099,0.66442204,0.6002178,0.6294691,0.6363637,1.0460049,0.55941707,0.7511416,0.49441624,0.45579797,0.5329546,0.7144469,0.49429223,0.483835,0.4255102,0.51971686,0.9611231,0.9474286,0.6467559,0.7650215,0.8003972,0.52136755,0.59053254,0.60633487,0.32352942,0.44421488,0.4191177,0.7025247,1.0173053,0.567033,0.4694882,0.58442867,0.46369293
1,YLR443W,1.0624291,1.131792,0.9489217,1.3588302,1.3602694,1.4422657,1.3867822,1.6562173,2.61138,1.5213004,1.56621,1.4578681,1.2479908,1.4784092,1.1997743,1.2751142,1.3723522,1.2479591,1.1860465,1.5550756,1.4148571,1.4088569,1.3111588,1.531281,1.026862,1.2201183,1.5429864,1.3296148,1.6012397,1.4957983,1.2403952,2.1334982,1.4736265,1.3385826,1.2699696,1.2707468
2,YBR011C,32.24177,39.16185,36.982975,32.232845,33.751965,36.506535,36.296856,28.01254,36.008476,32.34081,31.192923,29.139086,33.754307,36.21364,30.411963,35.49772,25.770348,27.561224,32.92113,23.339092,45.693714,32.490215,31.005363,33.22741,36.22833,40.17633,34.345024,28.59128,29.282024,34.486347,39.688255,38.552532,35.547253,29.437008,27.323559,32.313274
3,YDR502C,15.466516,4.1826587,11.29966,12.469067,8.6352415,6.7233114,5.3911157,9.038663,19.154964,11.445068,25.658676,20.973602,20.53387,5.146591,11.013544,11.538813,3.9955406,7.65,7.8503537,16.422245,13.723429,13.072091,13.370172,17.775572,19.53602,6.190532,12.6029415,10.156187,7.3894625,6.7258406,5.4368825,18.060568,16.21209,15.813976,21.502527,20.800829
4,YDL182W,14.844496,6.780347,12.6901245,12.994375,18.227835,18.484749,24.306608,28.891327,42.208233,27.875563,16.420092,21.547207,20.059702,8.793182,13.310384,14.646119,10.380156,19.339796,22.26087,32.707344,29.009144,22.628218,25.131975,17.636545,15.5079365,7.1076922,12.713801,11.158215,14.976239,19.239496,19.198683,32.384422,31.128572,21.196852,20.84732,19.054977
5,YPL143W,17.206583,9.904046,17.77185,17.005625,15.601572,17.863834,19.323942,20.972832,43.51937,29.442827,28.446346,22.53401,16.200918,10.520454,16.205418,17.843607,16.879599,16.030611,16.396358,23.046436,32.769142,19.615858,20.819742,21.796425,14.880342,9.315976,16.885746,15.719068,17.560951,18.99895,22.76729,35.04697,27.819782,20.59941,20.315468,13.934647
6,YCR017C,2.9931898,5.613873,5.2065835,4.506187,4.5622897,3.7244008,3.4691224,3.1003137,2.8123488,3.9473097,3.0627854,3.427411,3.803674,5.3545456,5.10158,4.5502286,2.632107,3.7214286,3.0171888,2.1166306,4.3405714,3.8928938,2.9946353,3.4081433,3.6971917,3.8390532,4.7782807,4.271806,3.9927685,3.6271007,2.1053789,1.8751544,4.0923076,3.680118,3.5257835,4.060166
7,YLL011W,0.69580024,0.49595377,1.3325766,1.1777278,1.2121212,1.2734205,1.8678222,3.3040755,11.72276,1.9988791,1.880137,2.4030457,0.9804823,0.35227275,1.3284423,1.4132421,1.0490524,1.4908164,2.3094032,8.569115,1.2834285,1.8372811,2.113734,2.0347567,1.2283273,0.5739645,1.3156109,1.0486816,1.3873967,1.6722689,1.9527991,12.438812,1.8879122,1.597441,2.4186046,2.2147303
8,YLR084C,1.6322361,1.099422,0.95119184,0.77165353,0.6947251,0.34422657,0.37378114,0.28108674,0.91162235,0.8116593,0.9041096,1.1573604,1.3134329,0.8,0.6241535,0.7853882,0.39464885,0.2530612,0.3124368,0.8617711,0.7542857,0.7054583,0.8916309,1.4190665,0.7765568,0.92544377,1.1640272,0.65415823,0.41012397,0.37184876,0.27003294,1.1248454,0.6901099,0.7864173,0.9241658,1.159751
9,YPL133C,1.4074914,1.6184971,1.1623156,1.9246346,2.2929294,2.3311546,2.156013,1.7283176,1.9624698,1.5470853,1.0308219,1.3197969,1.7864525,1.5602274,1.7731377,2.1301372,1.83835,1.8806123,1.8159757,1.4643629,2.0605714,1.4109166,1.5,1.7775571,1.064713,1.3124261,1.668552,1.6409737,1.5816116,2.269958,1.5773875,2.606922,1.212088,1.8297243,1.6471182,1.2634854
10,YFL005W,9.946651,7.3190746,5.263337,5.6614175,5.7766557,6.199346,6.0400863,6.1912227,6.194916,9.803812,9.932649,7.535025,7.5763497,7.4534097,6.3837466,7.1655254,7.1070232,6.256122,5.5945396,5.3887687,6.2685714,7.0092683,6.3927035,6.606753,12.014652,9.7846155,6.89819,7.158215,6.6735535,7.7657566,7.6816688,6.266996,6.702198,7.008858,7.19009,7.902489
11,YPL176C,1.828604,1.833526,2.1441543,2.0101237,2.0437713,2.0816994,2.0075839,2.1818182,3.1331718,1.6748879,1.8116438,1.9695431,1.7577499,2.0034091,1.8961625,2.2248857,1.845039,1.9193878,1.7128412,2.0226781,2.758857,1.6745623,1.832618,2.2254221,1.8339438,2.0556214,2.3280544,1.8336716,2.2076445,2.0682774,2.4796927,3.0086524,1.9494505,1.7244095,1.50455,1.3630704
