0,YLR370C,4.980704,6.684393,5.0601587,6.146232,4.6711564,4.2864923,2.9371614,2.831766,1.3365618,2.8856504,3.0296803,3.6213198,4.4305396,6.4420457,5.726862,5.8310504,4.3623185,3.953061,3.4560158,1.7440605,3.2422857,3.445932,3.6480687,3.2224429,4.90232,5.5704145,5.7963805,5.0537524,4.82438,3.5462186,3.1888037,1.4289246,3.7219782,2.8917322,3.4641051,3.548755
1,YDR331W,2.4256527,1.8959537,1.6435869,1.1462318,1.4343436,1.8572985,1.4637053,1.4221526,4.75908,3.7858748,2.5993152,3.1411166,2.011481,1.7579546,1.6501127,1.1632421,1.0947603,1.2418367,1.2406471,2.385529,5.0868573,3.5036047,2.8723178,3.3525324,1.5641026,1.347929,1.5542986,1.2373226,1.6570247,1.4264706,1.6410538,4.420272,3.8747253,3.7086613,3.4004042,3.2437758
2,YPR168W,0.0908059,0.14913294,0.25198638,0.22272216,0.17732885,0.20152505,0.19609967,0.28004178,0.220339,0.06726458,0.10958905,0.1177665,0.1389208,0.20113638,0.23814899,0.15753426,0.24526198,0.21632653,0.17795753,0.32937366,0.15314285,0.15550978,0.14914162,0.16981132,0.14285715,0.16804734,0.22624435,0.19371198,0.24276859,0.15546219,0.22612515,0.3856613,0.16813187,0.1801181,0.18907988,0.16286306
3,YDR404C,3.262202,4.568786,4.3779798,4.649044,4.7081933,4.309368,4.3575296,4.0292583,7.717918,4.670404,4.8687215,4.2700505,4.4259477,5.0352273,5.917607,4.7385845,3.8885171,4.502041,3.91001,4.2840176,5.048,3.6951594,2.976395,2.7239325,3.5714285,5.8639054,5.549774,4.584179,4.471074,4.329832,3.0340285,5.4585905,5.0120883,4.000984,4.1456013,3.8941905
4,YBR288C,2.199773,2.1271677,2.4392736,2.5905514,2.375982,2.127451,1.9523293,2.3469176,4.181598,3.466368,2.2614157,2.5350254,2.1320322,2.1806817,2.472912,2.1666667,1.3299888,2.382653,2.1870575,1.8866091,2.521143,2.7281153,2.4592273,1.9016882,1.8888888,1.5005918,2.20362,2.1369169,2.4617767,2.2111344,1.8902305,2.328801,3.020879,2.5088582,2.322548,2.4605808
5,YPR094W,2.1975029,2.283237,1.9421114,2.3498313,2.0213244,2.2363834,2.4691222,1.9195403,5.01816,3.378924,1.4429225,2.440609,1.9483353,2.5625,2.4774265,2.303653,2.0022297,2.3469386,1.8574317,2.1285098,4.529143,2.0875385,1.8283261,2.1290963,2.1746032,2.2390532,2.402715,2.7920892,2.9173553,3.184874,2.5312846,4.2472186,2.4076924,2.312008,1.7805865,2.30083
6,YBL061C,1.6106696,0.9052023,1.2224745,1.0854894,1.0673401,0.8779956,0.9046587,1.1212121,4.9963684,2.6188343,2.1552513,2.2873096,1.6349025,1.071591,1.2968397,1.0068493,1.1059085,0.9377551,0.87563187,2.835853,3.5919998,2.9227598,2.9667382,2.6226416,1.970696,1.1455622,0.88235295,0.862069,1.0103306,0.9264706,1.2568606,5.0927067,3.4945056,2.2805119,2.1021233,2.088174
7,YDR334W,2.5255392,3.4913294,2.5425653,2.296963,2.7530866,2.6557734,2.9588299,1.9770116,1.755448,2.575112,1.2796804,1.5857867,2.3065443,3.2238638,2.768623,2.55137,2.2630992,2.0989795,2.0576339,1.463283,2.6297143,1.9320289,1.7253219,2.3366435,2.0818071,1.6201183,3.0033937,2.2413795,2.4555783,2.3497899,1.9846324,1.9357231,2.010989,1.7116141,1.5136501,1.8890041
8,YBR011C,32.24177,39.16185,36.982975,32.232845,33.751965,36.506535,36.296856,28.01254,36.008476,32.34081,31.192923,29.139086,33.754307,36.21364,30.411963,35.49772,25.770348,27.561224,32.92113,23.339092,45.693714,32.490215,31.005363,33.22741,36.22833,40.17633,34.345024,28.59128,29.282024,34.486347,39.688255,38.552532,35.547253,29.437008,27.323559,32.313274
9,YNL312W,4.794552,4.0150285,5.3303065,3.9572554,4.0740743,4.0087147,4.131094,3.9822364,1.4188862,9.039238,8.635845,5.5289335,4.402985,4.1,3.9322798,3.3436072,5.114827,3.182653,4.430738,3.4589632,5.5554285,9.341915,6.288626,5.7616687,4.4432235,3.6816568,4.096154,2.825558,3.5847106,3.0556724,4.4017563,1.8343632,7.5769234,5.465551,5.236603,5.026971
